id,smoking
159256,0.6248009979820139
159257,0.1013301062656078
159258,0.3455719065675493
159259,0.014936392024575426
159260,0.5079802235068356
159261,0.8658832505507434
159262,0.5156709408577642
159263,0.03927485343023442
159264,0.06428848638132387
159265,0.034956464046602014
159266,0.40262366137401784
159267,0.15962605738020127
159268,0.005520117487227447
159269,0.1025529951969486
159270,0.013569972420451172
159271,0.678354542652486
159272,0.8505717801952922
159273,0.7500938925753026
159274,0.06502666456760955
159275,0.18401779474784793
159276,0.30288385581652544
159277,0.8876704834618707
159278,0.6474551464591366
159279,0.7878195320128786
159280,0.043109209342686756
159281,0.9161544869885592
159282,0.814755166461264
159283,0.6244509748326753
159284,0.7142684445146604
159285,0.005914319415486683
159286,0.7270506252725638
159287,0.012596877804736697
159288,0.17672616900290344
159289,0.6597178454503382
159290,0.6236223635737712
159291,0.5554565365837552
159292,0.0329350269003713
159293,0.06688416824315471
159294,0.17710028089747923
159295,0.5766447305701757
159296,0.7403057489899952
159297,0.005994085477148816
159298,0.3140204800147928
159299,0.009186458106186722
159300,0.011739415631998255
159301,0.0169881434386043
159302,0.11119403790950193
159303,0.12037311125755815
159304,0.30206662597620293
159305,0.6530717323457264
159306,0.6902717777498918
159307,0.10660667934467905
159308,0.4779706965673193
159309,0.08970034782101408
159310,0.5869888234379852
159311,0.5769319270083169
159312,0.46401920547489023
159313,0.6286927385584902
159314,0.8243999562665217
159315,0.6307211486088148
159316,0.014036301202112253
159317,0.5288872169673056
159318,0.34200125576907625
159319,0.6367859035253894
159320,0.6729324419983103
159321,0.17696869367707443
159322,0.6604120949590744
159323,0.6963738015972923
159324,0.3667439349773278
159325,0.6090249132899266
159326,0.7787723694913486
159327,0.5267977083968602
159328,0.6184898013165311
159329,0.4948553938131285
159330,0.00875310053183075
159331,0.7765381228454673
159332,0.00800150946362111
159333,0.004668495120408327
159334,0.32681792161753387
159335,0.10283062290336382
159336,0.5400809522131098
159337,0.8136821812850867
159338,0.5195688327968492
159339,0.8743707874887047
159340,0.383665325828557
159341,0.911562274519903
159342,0.8315043610503028
159343,0.46232398311559475
159344,0.4879797289004647
159345,0.01483280903489617
159346,0.5936066421275594
159347,0.6929541681440332
159348,0.8492301226918392
159349,0.004296774965729774
159350,0.01924346809856985
159351,0.7051382373084664
159352,0.6903320633541263
159353,0.3525405285077462
159354,0.01343667372262732
159355,0.7866723735078796
159356,0.8770345488868881
159357,0.8412180431147592
159358,0.27176941960650647
159359,0.736154792744414
159360,0.09184417690462633
159361,0.8053480788050311
159362,0.011170449638562454
159363,0.6722403930795899
159364,0.7274504897748433
159365,0.7312566227847513
159366,0.004893575109860468
159367,0.48703204745501616
159368,0.6647891746655261
159369,0.7542385561039
159370,0.4822388532923689
159371,0.5242790397974412
159372,0.1520373916600416
159373,0.7303479706643328
159374,0.4741911096813702
159375,0.9044212060631017
159376,0.8236171706846519
159377,0.004262824135696465
159378,0.7444215392813089
159379,0.22597435914925368
159380,0.06787669262143257
159381,0.04327247885262198
159382,0.4732082119602118
159383,0.024518317386550047
159384,0.634377462613237
159385,0.042767965444477564
159386,0.6439775449656383
159387,0.9193868429147503
159388,0.6971310967502128
159389,0.002076325355234065
159390,0.6531718963757671
159391,0.47039674129965503
159392,0.8078093112535134
159393,0.024161753536414157
159394,0.15279464196315026
159395,0.8826039736938118
159396,0.78981623811995
159397,0.7343337302201162
159398,0.8814437658564782
159399,0.7610585097496035
159400,0.6148051452256029
159401,0.7919120575625637
159402,0.01758639902582323
159403,0.028308631818084875
159404,0.7851911017627555
159405,0.020834585719568414
159406,0.19637995845150494
159407,0.014225998897908442
159408,0.006254134538236595
159409,0.844854142817358
159410,0.6126676436779109
159411,0.7267199219412717
159412,0.8034710011952022
159413,0.780627394736205
159414,0.24714497185091608
159415,0.5329332337419103
159416,0.45927071077637155
159417,0.37015639760529767
159418,0.7324977053897523
159419,0.023878998175726775
159420,0.7187039059597764
159421,0.5744316395917884
159422,0.07864635447256735
159423,0.0073977447711793135
159424,0.014183984435253896
159425,0.6367932410428676
159426,0.05010014903837239
159427,0.02165810920085654
159428,0.004887059350410413
159429,0.1709530625179579
159430,0.01640046997119517
159431,0.8194526239889883
159432,0.019271853940318776
159433,0.03370068120357179
159434,0.3348632912640696
159435,0.5365367305613198
159436,0.743856690802354
159437,0.10394904696121815
159438,0.5893130183495582
159439,0.18122147337712005
159440,0.06109706075827804
159441,0.9347688649465616
159442,0.15714464817256135
159443,0.022530600498063557
159444,0.07567352592589678
159445,0.6592749845221086
159446,0.8770747522724073
159447,0.5205068948732519
159448,0.7509302399625101
159449,0.4459405441274502
159450,0.004190633675728216
159451,0.7593342497775278
159452,0.5085319246795205
159453,0.027419821148140094
159454,0.4355666533435501
159455,0.647285777646751
159456,0.0035347513779093063
159457,0.39822253583495437
159458,0.6828135200281916
159459,0.654273912851141
159460,0.09187637486934819
159461,0.6602883702480792
159462,0.10870921608851118
159463,0.015648556944932564
159464,0.37067581800395977
159465,0.3024788384239713
159466,0.03386160429594905
159467,0.7711352519063251
159468,0.8487504183597124
159469,0.5747501985637616
159470,0.9073016142277617
159471,0.6304351948954595
159472,0.8360471240251716
159473,0.10168563098844721
159474,0.47504530912821236
159475,0.3971729202427975
159476,0.011130076912095836
159477,0.09540026352608295
159478,0.7659704399548496
159479,0.1051296355990226
159480,0.35319639367738287
159481,0.16989319142629236
159482,0.7471131173522441
159483,0.029281643628063975
159484,0.019308637327572258
159485,0.4608287220694106
159486,0.06841762334362218
159487,0.07214666543439197
159488,0.626631749065425
159489,0.04384719398960936
159490,0.6317361178277043
159491,0.7875192196457294
159492,0.15040830485778228
159493,0.7337607220651645
159494,0.007873259584394962
159495,0.004399002386103464
159496,0.7453836944894642
159497,0.3698586402961353
159498,0.31152796430101964
159499,0.7604942008668235
159500,0.07040726165839961
159501,0.5970207843650337
159502,0.8678919204450986
159503,0.018641374359842366
159504,0.5783538028372154
159505,0.012407926633598366
159506,0.7955926064987898
159507,0.7308250367670278
159508,0.8689178761674303
159509,0.8966207605903481
159510,0.0077062185356970335
159511,0.0035693282412733486
159512,0.029845619256439686
159513,0.23243746621661715
159514,0.2877829646645248
159515,0.661580305400822
159516,0.6418909620066289
159517,0.018151562620327015
159518,0.007113164055768504
159519,0.09774302040800747
159520,0.2268900369010295
159521,0.9605136927375287
159522,0.717976659571839
159523,0.004771183341016978
159524,0.4013038032316979
159525,0.011707651363777874
159526,0.2149647028588921
159527,0.00795719463178909
159528,0.3370179574850959
159529,0.8261492932447496
159530,0.7155943287386173
159531,0.08323514289030898
159532,0.8837130256318364
159533,0.8011350890979012
159534,0.5646095839404048
159535,0.501165542285097
159536,0.012984948455811537
159537,0.3035149263577832
159538,0.7433395990362325
159539,0.8580183381928078
159540,0.004901938609793616
159541,0.17876688419611841
159542,0.39046541025640585
159543,0.011147142440675523
159544,0.5526184741369267
159545,0.6089655176653813
159546,0.4760499677995497
159547,0.6533352268948167
159548,0.6197504378568279
159549,0.017357241285755026
159550,0.007807137613332721
159551,0.6640871238355177
159552,0.7631273968733312
159553,0.43932179713826863
159554,0.12517518136134484
159555,0.9311300569866496
159556,0.9001904165893506
159557,0.8063334958415074
159558,0.13505408632402824
159559,0.7763887800171344
159560,0.026688351653905033
159561,0.8769757111811248
159562,0.8508416317369353
159563,0.14392193678486098
159564,0.0583542051553588
159565,0.04939818406677481
159566,0.17141200320854535
159567,0.7625803065371124
159568,0.7307510221464896
159569,0.012992552978267706
159570,0.7758113411286535
159571,0.05737076853239899
159572,0.46920387903464916
159573,0.02748513610947519
159574,0.8783159787345856
159575,0.021802408695634302
159576,0.15554488460791693
159577,0.7532170524244702
159578,0.3716929468284603
159579,0.026015207494102636
159580,0.6436584907675177
159581,0.059558003611544334
159582,0.3646191321496136
159583,0.7354251400712258
159584,0.2586105448943135
159585,0.4370343837169466
159586,0.35248048834059076
159587,0.9188414954322051
159588,0.8553318353699929
159589,0.8370007584479456
159590,0.8953305563853999
159591,0.719688297072935
159592,0.024048889240260673
159593,0.7328613117568352
159594,0.04004378956274838
159595,0.8434796592507887
159596,0.8308031653535878
159597,0.40815726421754595
159598,0.01783675353368416
159599,0.006102740243362228
159600,0.004499920401773618
159601,0.6272679841692631
159602,0.05653236705470127
159603,0.7650329176583097
159604,0.2395434518519493
159605,0.34143812575856425
159606,0.0027410133578648493
159607,0.020831461817696614
159608,0.838366939703075
159609,0.5533891875252284
159610,0.0031269099316495325
159611,0.014654597688755027
159612,0.7507812317708082
159613,0.7729373355793623
159614,0.023893020753764798
159615,0.01982770796311932
159616,0.14176280571784372
159617,0.042310507323295936
159618,0.7758345093840712
159619,0.0289973056190936
159620,0.6669627736325812
159621,0.8318144974576925
159622,0.7560767554628548
159623,0.702221408560129
159624,0.011796474190949565
159625,0.007865302630357694
159626,0.028572407786493677
159627,0.47361512811965994
159628,0.5254140428791426
159629,0.820088736822328
159630,0.14546140043017422
159631,0.1438367671991506
159632,0.08732531891426706
159633,0.02516382316171075
159634,0.545720195107653
159635,0.005899778709530541
159636,0.09897965526565354
159637,0.14339336037217787
159638,0.9002832135789808
159639,0.3191252399033143
159640,0.0586000012565054
159641,0.055232562460580455
159642,0.1249095955585008
159643,0.11855608674628651
159644,0.4788858808923474
159645,0.487246949831748
159646,0.009585536123574703
159647,0.5658250763443596
159648,0.44614968805963134
159649,0.32776498695047523
159650,0.9286576938560913
159651,0.7963934338767382
159652,0.2887770390948529
159653,0.12177561658895607
159654,0.06098369615266265
159655,0.6091501591091534
159656,0.12332717929810405
159657,0.682671993795819
159658,0.007745224667449194
159659,0.0025865799624034277
159660,0.32374606461722305
159661,0.5621636938230424
159662,0.3222660229881218
159663,0.7860340064139729
159664,0.012938564145362198
159665,0.5562531425156799
159666,0.7315818911697557
159667,0.07619855408891518
159668,0.7673128412890011
159669,0.3752317054460187
159670,0.023868272659254577
159671,0.6207730987028719
159672,0.4069426847747407
159673,0.6506117626453829
159674,0.5134375534279506
159675,0.7951845187815985
159676,0.004876284960040842
159677,0.5214045069974788
159678,0.60341331239475
159679,0.01569389414167485
159680,0.8688832342760456
159681,0.33694169198530505
159682,0.6675463624379655
159683,0.798950419724239
159684,0.32462519810449647
159685,0.6233340352770809
159686,0.016596093641614622
159687,0.005928868502607512
159688,0.9738438641199173
159689,0.11746358469835087
159690,0.8302906743803378
159691,0.5576282986672317
159692,0.8292285396483798
159693,0.3858282678336906
159694,0.5999062208443007
159695,0.004090953308124498
159696,0.006475575759236509
159697,0.018332448444125814
159698,0.13443405772983194
159699,0.7256594786647167
159700,0.6909058364692295
159701,0.78365297711004
159702,0.7020400196903562
159703,0.01120412077088847
159704,0.5322427639234032
159705,0.031811110762988155
159706,0.21353260088313267
159707,0.6262599772355809
159708,0.7520294887850054
159709,0.9288628212786799
159710,0.9409738408140398
159711,0.6668833672493335
159712,0.6157313242452096
159713,0.5329610203186368
159714,0.7195798599144551
159715,0.4146364400620693
159716,0.620818183676588
159717,0.010637364920081506
159718,0.3559115613736715
159719,0.0631791753582018
159720,0.5166855877904067
159721,0.7778861636556785
159722,0.45125321152393716
159723,0.021627225529791006
159724,0.017228902747679284
159725,0.8395951765739629
159726,0.02338689042092214
159727,0.006290621740654674
159728,0.01601575784602679
159729,0.7482177779794172
159730,0.29997212278324226
159731,0.778007587819023
159732,0.017975267227007652
159733,0.5362171639878028
159734,0.3901926777058997
159735,0.008649018089626327
159736,0.60710337030522
159737,0.6291562715949972
159738,0.008686600440179743
159739,0.008509911306852167
159740,0.650400597679823
159741,0.3710046742517462
159742,0.3373010291741579
159743,0.748079465612201
159744,0.7576562331482672
159745,0.6297335566125033
159746,0.5062451582092785
159747,0.06710702900621168
159748,0.11324934317440875
159749,0.369278781461173
159750,0.6211196813486867
159751,0.031747994843896434
159752,0.037895824838886184
159753,0.6947319378261164
159754,0.47776974127879146
159755,0.4949071501876584
159756,0.04752887035486788
159757,0.26910914003141295
159758,0.6118709475859997
159759,0.025498270098738198
159760,0.8846086705380882
159761,0.01778545085889756
159762,0.4451295373261415
159763,0.12238496990485408
